Reference Type, Quantity, Reference, Value, Footprint, Datasheet, manf#, Field4, Field5, Field6, Field7, Field8, Field9, Field10, Field11, DNP, Digikey
"BT","1","BT1,","Batt_RTC","wyostat_fp:CR2032_SMD2","","mfr_pn","","","","","","","","","","BU2032SM-HD-GCT-ND "
"C","1","C13,","3.3nF","wyostat_fp:C_0805",""
"C","2","C7,C8,","100nF","wyostat_fp:C_0805",""
"C","1","C9,","100nF,100V","wyostat_fp:C_0805","","mfr_pn","","","","","","","","","",""
"C","3","C1,C3,C5,","10nF,120V","wyostat_fp:C_1210",""
"C","1","C12,","1uF","wyostat_fp:C_0805",""
"C","1","C15,","4.7uF","wyostat_fp:C_0805","","Value","","","","","","","","","",""
"C","1","C14,","10uF","wyostat_fp:C_0805",""
"C","1","C11,","2.2uF,50V","wyostat_fp:C_0805",""
"C","1","C10,","100uF,50V","wyostat_fp:CP_Elec_10x10",""
"D","1","D5,","CDSOD323-T05L","wyostat_fp:D_SOD-323_HandSoldering",""
"D","1","D4,","DiodeBridge","wyostat_fp:Diode_bridge",""
"D","3","D1,D2,D3,","LED","wyostat_fp:LED_0603","","","LED SS 5MM 625NM RED DIFF","2V, 10mA","Round with Domed Top, 5mm, T-1 3/4","Kingbright Corp","WP7113ID","Digikey","754-1264-ND","http://www.digikey.com/product-detail/en/WP7113ID/754-1264-ND/1747663","",""
"F","1","F1,","Polyfuse","wyostat_fp:Fuse_SMD2920",""
"J","1","J1,","24 V AC IN","wyostat_fp:TerminalBlock_Pheonix_MPT-2.54mm_2pol","","Value","","","","","","","","","",""
"J","1","J8,","C","wyostat_fp:pad_rect_smd",""
"J","1","J15,","Conn_Spare","wyostat_fp:TerminalBlock_Pheonix_MPT-2.54mm_3pol",""
"J","1","J11,","G","wyostat_fp:pad_rect_smd",""
"J","1","J5,","I2C_ext1","wyostat_fp:Pin_Header_Straight_1x04",""
"J","1","J2,","OUT1","wyostat_fp:TerminalBlock_Pheonix_MPT-2.54mm_2pol","","Value","","","","","","","","","",""
"J","1","J3,","OUT2","wyostat_fp:TerminalBlock_Pheonix_MPT-2.54mm_2pol","","Value","","","","","","","","","",""
"J","1","J4,","OUT3","wyostat_fp:TerminalBlock_Pheonix_MPT-2.54mm_2pol","","Value","","","","","","","","","",""
"J","1","J7,","RC","wyostat_fp:pad_rect_smd",""
"J","1","J6,","RH","wyostat_fp:pad_rect_smd",""
"J","1","J13,","USB_microAB","wyostat_fp:USB_Micro-B_Molex-105017-0001","","Value","","","","","","","","","",""
"J","1","J16,","5V_SEL","wyostat_fp:Pin_Header_Straight_1x04",""
"J","1","J12,","W1","wyostat_fp:pad_rect_smd",""
"J","1","J14,","W2","wyostat_fp:pad_rect_smd",""
"J","1","J9,","Y1","wyostat_fp:pad_rect_smd",""
"J","1","J10,","Y2","wyostat_fp:pad_rect_smd",""
"JP","1","JP4,","GND","wyostat_fp:LED_0402",""
"JP","3","JP1,JP2,JP3,","LED_en","wyostat_fp:R_0805",""
"L","2","L4,L2,","330E","wyostat_fp:R_0805","","Value","","","","","","","","","",""
"L","1","L1,","22uH","wyostat_fp:Inductor_ELL8TP","","mfr_pn","","","","","","","","","",""
"Logo","1","Logo3,","KiCad","wyostat_fp:logo-kicad_6mm_SilkScreen","","Value","","","","","","","","","",""
"Logo","1","Logo1,","LOGO_WL","wyostat_fp:logo-WL3","","Value","","","","","","","","","",""
"Logo","1","Logo2,","OSHW","wyostat_fp:logo-OSHW_6mm","","Value","","","","","","","","","",""
"Logo","1","Logo4,","logo_snb","wyostat_fp:logo-skull_n_bones","","Value","","","","","","","","","",""
"Logo","1","Logo5,","logo_warning","wyostat_fp:logo-warning","","Value","","","","","","","","","",""
"Q","3","Q1,Q2,Q3,","BTA204S","wyostat_fp:DPAK-2",""
"R","3","R6,R11,R18,","39","wyostat_fp:R_0805","","Value","","","","","","","","","-",""
"R","3","R3,R9,R15,","200","wyostat_fp:R_0805","","Value","","","","","","","","","",""
"R","3","R4,R10,R16,","300","wyostat_fp:R_0805","","Value","","","","","","","","","",""
"R","6","R1,R7,R13,R5,R12,R17,","360","wyostat_fp:R_0805","","Value","","","","","","","","","",""
"R","3","R23,R24,R25,","0E","wyostat_fp:R_0805","","Value","","","","","","","","","DNP",""
"R","2","R28,R29,","4K7","wyostat_fp:R_0805","","mfr_pn","","","","","","","","","",""
"R","6","R21,R22,R19,R20,R26,R27,","10k","wyostat_fp:R_0805",""
"S","1","S3,","SW-DEC","wyostat_fp:SW_SPST_FSM6JSMA",""
